PrincipleKey,MilestoneDate,MilestoneKey,MilestoneStatus,MilestoneRAG,Weight,PrincipleName
7,2016-09-07,944,Completed,Amber,0.1,Accuracy
5,2018-03-30,945,Active,Red,0.9,Timeliness
1,2018-10-18,946,Active,Green,2.7,Governance
2,2018-12-08,947,Active,Amber,2.7,Data architecture and IT infrastructure
8,2017-06-11,948,Overdue,Green,0.1,Comprehensiveness
7,2018-08-11,949,Active,Amber,5,Accuracy
1,2018-11-10,950,Active,Red,0.9,Governance
2,2018-10-28,951,Active,Red,2.7,Data architecture and IT infrastructure
2,2016-05-15,952,Completed,Green,0.5,Data architecture and IT infrastructure
1,2016-07-15,953,Completed,Red,0.5,Governance
1,2018-07-08,954,Active,Red,0.3,Governance
1,2017-11-07,955,Active,Red,5,Governance
1,2017-06-26,956,Active,Amber,0.9,Governance
7,2018-03-13,957,Active,Amber,5,Accuracy
2,2018-12-22,958,Active,Green,0.3,Data architecture and IT infrastructure
2,2016-05-02,959,Completed,Amber,0.5,Data architecture and IT infrastructure
2,2016-11-25,960,Completed,Amber,0.5,Data architecture and IT infrastructure
7,2018-08-20,961,Active,Amber,0.5,Accuracy
4,2018-01-07,962,Active,Green,0.5,Completeness
2,2016-08-21,963,Completed,Red,0.1,Data architecture and IT infrastructure
2,2017-12-08,964,Active,Green,5,Data architecture and IT infrastructure
2,2018-10-13,965,Active,Amber,5,Data architecture and IT infrastructure
2,2018-02-28,966,Active,Green,0.1,Data architecture and IT infrastructure
2,2018-03-17,967,Active,Amber,0.9,Data architecture and IT infrastructure
2,2016-11-08,968,Completed,Red,2.7,Data architecture and IT infrastructure
3,2016-12-01,969,Completed,Amber,5,Accuracy and integrity
5,2018-04-04,970,Active,Red,2.7,Timeliness
7,2018-05-24,971,Active,Green,2.7,Accuracy
6,2016-07-28,972,Completed,Red,2.7,Adaptability
1,2018-03-16,973,Active,Red,0.5,Governance
6,2017-04-08,974,Completed,Amber,2.7,Adaptability
6,2016-02-24,975,Completed,Green,0.9,Adaptability
7,2016-06-20,976,Completed,Red,0.1,Accuracy
1,2016-06-13,977,Completed,Green,0.9,Governance
5,2017-12-07,978,Active,Green,0.9,Timeliness
4,2017-10-04,979,Active,Amber,0.9,Completeness
2,2017-05-23,980,Overdue,Green,5,Data architecture and IT infrastructure
1,2016-08-29,981,Completed,Green,2.7,Governance
2,2017-08-13,982,Active,Amber,0.5,Data architecture and IT infrastructure
8,2016-10-12,983,Completed,Amber,0.3,Comprehensiveness
1,2016-02-22,984,Completed,Red,0.5,Governance
3,2017-12-03,985,Active,Amber,5,Accuracy and integrity
3,2016-05-06,986,Completed,Amber,0.1,Accuracy and integrity
2,2018-03-31,987,Active,Red,0.9,Data architecture and IT infrastructure
2,2017-09-27,988,Active,Red,5,Data architecture and IT infrastructure
1,2017-06-14,989,Completed,Green,5,Governance
2,2018-08-07,990,Active,Red,5,Data architecture and IT infrastructure
9,2017-06-01,991,Overdue,Green,5,Clarity and usefulness
1,2018-04-01,992,Active,Green,2.7,Governance
5,2018-12-11,993,Active,Red,5,Timeliness
11,2017-01-13,994,Completed,Red,0.5,Distribution
2,2018-05-25,995,Active,Amber,0.9,Data architecture and IT infrastructure
10,2016-03-15,996,Completed,Red,2.7,Frequency
7,2016-08-29,997,Completed,Red,5,Accuracy
11,2018-01-24,998,Active,Green,0.1,Distribution
7,2017-07-22,999,Completed,Red,0.9,Accuracy
3,2017-12-24,1000,Active,Red,0.1,Accuracy and integrity
5,2016-11-14,1001,Completed,Green,5,Timeliness
5,2016-12-17,1002,Completed,Amber,0.5,Timeliness
8,2016-12-13,1003,Completed,Green,0.9,Comprehensiveness
8,2016-12-09,1004,Completed,Amber,0.5,Comprehensiveness
9,2016-12-11,1005,Completed,Green,5,Clarity and usefulness
6,2016-11-12,1006,Completed,Green,0.1,Adaptability
3,2016-11-25,1007,Completed,Red,2.7,Accuracy and integrity
5,2016-12-22,1008,Completed,Green,0.5,Timeliness
8,2016-11-29,1009,Completed,Amber,0.9,Comprehensiveness
3,2016-12-08,1010,Completed,Amber,0.5,Accuracy and integrity
5,2016-11-29,1011,Completed,Red,2.7,Timeliness
3,2016-11-30,1012,Completed,Amber,0.3,Accuracy and integrity
6,2016-12-15,1013,Overdue,Red,2.7,Adaptability
6,2016-10-17,1014,Completed,Green,0.5,Adaptability
1,2017-01-10,1015,Overdue,Red,2.7,Governance
9,2016-12-21,1016,Completed,Amber,2.7,Clarity and usefulness
5,2016-12-14,1017,Completed,Red,2.7,Timeliness
1,2016-12-17,1018,Completed,Green,0.9,Governance
5,2016-11-25,1019,Completed,Green,2.7,Timeliness
8,2016-11-08,1020,Completed,Red,2.7,Comprehensiveness
7,2016-11-30,1021,Completed,Amber,0.5,Accuracy
2,2016-11-28,1022,Completed,Amber,0.5,Data architecture and IT infrastructure
5,2016-11-20,1023,Completed,Amber,0.3,Timeliness
7,2016-11-04,1024,Completed,Red,2.7,Accuracy
5,2016-10-27,1025,Completed,Amber,2.7,Timeliness
6,2016-12-16,1026,Completed,Green,5,Adaptability
6,2016-11-30,1027,Completed,Green,2.7,Adaptability
5,2016-12-14,1028,Completed,Green,0.3,Timeliness
8,2016-11-18,1029,Completed,Green,0.5,Comprehensiveness
8,2016-11-29,1030,Completed,Green,0.5,Comprehensiveness
5,2016-11-04,1031,Completed,Green,2.7,Timeliness
8,2016-12-25,1032,Completed,Amber,0.5,Comprehensiveness
6,2016-12-09,1033,Completed,Amber,0.5,Adaptability
2,2016-12-12,1034,Completed,Green,0.9,Data architecture and IT infrastructure
8,2016-12-07,1035,Completed,Green,0.5,Comprehensiveness
8,2016-11-30,1036,Completed,Amber,2.7,Comprehensiveness
5,2016-12-14,1037,Completed,Amber,0.9,Timeliness
2,2016-12-13,1038,Completed,Amber,0.5,Data architecture and IT infrastructure
4,2017-01-02,1039,Overdue,Red,0.1,Completeness
8,2016-12-09,1040,Completed,Amber,5,Comprehensiveness
8,2016-11-12,1041,Completed,Amber,0.9,Comprehensiveness
6,2016-11-22,1042,Completed,Green,5,Adaptability
4,2016-12-24,1043,Completed,Red,2.7,Completeness
6,2016-12-19,1044,Completed,Red,0.3,Adaptability
5,2016-12-04,1045,Completed,Green,0.3,Timeliness
5,2016-12-30,1046,Overdue,Green,5,Timeliness
5,2016-12-04,1047,Completed,Red,0.1,Timeliness
5,2016-12-02,1048,Completed,Green,0.3,Timeliness
5,2016-11-11,1049,Completed,Amber,0.9,Timeliness
8,2016-10-30,1050,Completed,Amber,0.1,Comprehensiveness
5,2016-12-11,1051,Completed,Red,2.7,Timeliness
8,2016-11-30,1052,Completed,Green,0.3,Comprehensiveness
2,2016-12-09,1053,Completed,Green,0.9,Data architecture and IT infrastructure
5,2016-12-29,1054,Completed,Green,2.7,Timeliness
9,2016-12-12,1055,Completed,Green,0.9,Clarity and usefulness
5,2016-12-09,1056,Completed,Amber,0.1,Timeliness
8,2016-11-25,1057,Completed,Amber,0.3,Comprehensiveness
7,2016-11-30,1058,Completed,Green,2.7,Accuracy
6,2016-11-17,1059,Completed,Amber,0.9,Adaptability
6,2016-12-07,1060,Completed,Amber,0.3,Adaptability
5,2016-11-25,1061,Completed,Green,0.5,Timeliness
5,2016-12-20,1062,Completed,Red,0.3,Timeliness
5,2016-11-27,1063,Completed,Amber,0.3,Timeliness
8,2016-12-09,1064,Completed,Green,2.7,Comprehensiveness
2,2016-11-26,1065,Completed,Amber,0.9,Data architecture and IT infrastructure
9,2016-11-20,1066,Completed,Red,5,Clarity and usefulness
9,2016-12-01,1067,Completed,Red,5,Clarity and usefulness
8,2016-12-17,1068,Completed,Green,2.7,Comprehensiveness
10,2017-01-06,1069,Completed,Green,0.1,Frequency
5,2016-12-24,1070,Completed,Amber,0.9,Timeliness
9,2017-01-03,1071,Completed,Green,0.5,Clarity and usefulness
1,2016-10-23,1072,Completed,Green,2.7,Governance
8,2016-12-17,1073,Completed,Green,0.1,Comprehensiveness
9,2017-01-09,1074,Completed,Amber,2.7,Clarity and usefulness
6,2016-11-22,1075,Completed,Red,0.9,Adaptability
2,2016-12-17,1076,Completed,Green,0.1,Data architecture and IT infrastructure
8,2016-11-09,1077,Completed,Red,0.5,Comprehensiveness
9,2017-01-05,1078,Completed,Amber,0.1,Clarity and usefulness
5,2016-12-12,1079,Completed,Green,2.7,Timeliness
3,2016-12-11,1080,Overdue,Green,0.9,Accuracy and integrity
9,2016-12-27,1081,Completed,Green,5,Clarity and usefulness
7,2016-10-23,1082,Completed,Red,5,Accuracy
10,2016-11-16,1083,Completed,Red,2.7,Frequency
8,2016-12-08,1084,Overdue,Red,2.7,Comprehensiveness
1,2016-12-17,1085,Completed,Amber,0.1,Governance
5,2016-12-06,1086,Completed,Red,2.7,Timeliness
8,2016-12-14,1087,Completed,Green,0.9,Comprehensiveness
8,2016-12-12,1088,Completed,Red,0.5,Comprehensiveness
8,2016-12-02,1089,Completed,Amber,0.1,Comprehensiveness
5,2016-10-28,1090,Completed,Red,0.3,Timeliness
5,2016-12-02,1091,Overdue,Green,5,Timeliness
6,2016-11-11,1092,Completed,Red,5,Adaptability
8,2016-11-18,1093,Completed,Red,0.1,Comprehensiveness
5,2016-11-25,1094,Completed,Red,2.7,Timeliness
8,2016-12-04,1095,Completed,Green,0.1,Comprehensiveness
5,2016-12-10,1096,Completed,Red,5,Timeliness
9,2016-12-10,1097,Completed,Amber,0.5,Clarity and usefulness
5,2016-11-25,1098,Completed,Green,0.9,Timeliness
8,2016-10-30,1099,Completed,Amber,2.7,Comprehensiveness
8,2016-12-08,1100,Completed,Red,0.9,Comprehensiveness
5,2016-11-15,1101,Completed,Green,0.5,Timeliness
8,2017-01-01,1102,Completed,Amber,0.9,Comprehensiveness
5,2016-10-28,1103,Completed,Amber,5,Timeliness
5,2016-11-25,1104,Completed,Red,5,Timeliness
5,2017-01-07,1105,Completed,Green,0.1,Timeliness
8,2016-12-14,1106,Completed,Amber,0.1,Comprehensiveness
5,2017-01-05,1107,Completed,Red,0.1,Timeliness
4,2016-11-07,1108,Completed,Red,0.1,Completeness
4,2016-12-03,1109,Completed,Red,0.9,Completeness
7,2016-11-26,1110,Completed,Amber,0.1,Accuracy
5,2016-12-22,1111,Completed,Green,0.3,Timeliness
8,2016-11-06,1112,Completed,Red,0.9,Comprehensiveness
2,2016-12-22,1113,Completed,Amber,0.1,Data architecture and IT infrastructure
6,2017-02-03,1114,Completed,Green,2.7,Adaptability
2,2016-11-19,1115,Completed,Red,2.7,Data architecture and IT infrastructure
9,2016-12-13,1116,Completed,Red,0.3,Clarity and usefulness
4,2016-11-17,1117,Completed,Amber,0.3,Completeness
5,2016-12-20,1118,Completed,Amber,0.3,Timeliness
5,2016-11-08,1119,Completed,Amber,2.7,Timeliness
5,2016-11-07,1120,Completed,Green,0.5,Timeliness
5,2016-12-11,1121,Completed,Amber,0.1,Timeliness
8,2017-01-08,1122,Overdue,Amber,0.9,Comprehensiveness
1,2016-12-05,1123,Completed,Red,2.7,Governance
8,2016-11-30,1124,Completed,Amber,0.3,Comprehensiveness
8,2016-11-29,1125,Completed,Red,0.9,Comprehensiveness
8,2016-12-07,1126,Completed,Green,0.3,Comprehensiveness
6,2016-11-10,1127,Completed,Green,2.7,Adaptability
6,2016-11-09,1128,Overdue,Red,0.9,Adaptability
5,2016-11-27,1129,Completed,Amber,2.7,Timeliness
5,2016-11-25,1130,Completed,Amber,0.5,Timeliness
5,2016-11-11,1131,Completed,Amber,0.3,Timeliness
9,2016-12-18,1132,Completed,Green,0.1,Clarity and usefulness
5,2016-12-29,1133,Completed,Amber,0.3,Timeliness
7,2016-12-06,1134,Completed,Red,0.5,Accuracy
9,2016-12-31,1135,Completed,Red,5,Clarity and usefulness
1,2016-12-06,1136,Completed,Green,5,Governance
8,2016-12-26,1137,Completed,Amber,0.9,Comprehensiveness
7,2016-11-06,1138,Completed,Green,0.5,Accuracy
3,2016-11-01,1139,Completed,Green,0.9,Accuracy and integrity
7,2016-12-02,1140,Completed,Amber,0.1,Accuracy
8,2016-12-13,1141,Completed,Green,2.7,Comprehensiveness
8,2017-01-01,1142,Completed,Red,2.7,Comprehensiveness
8,2016-11-24,1143,Completed,Green,0.5,Comprehensiveness
8,2016-12-12,1144,Completed,Amber,5,Comprehensiveness
5,2016-12-17,1145,Completed,Red,2.7,Timeliness
7,2016-11-27,1146,Completed,Green,0.9,Accuracy
6,2016-12-05,1147,Completed,Amber,0.1,Adaptability
2,2016-12-04,1148,Completed,Red,0.1,Data architecture and IT infrastructure
2,2016-11-23,1149,Completed,Green,0.3,Data architecture and IT infrastructure
7,2016-11-19,1150,Completed,Green,5,Accuracy
5,2016-11-15,1151,Completed,Amber,5,Timeliness
5,2016-11-01,1152,Completed,Red,0.3,Timeliness
8,2016-11-20,1153,Completed,Amber,5,Comprehensiveness
5,2017-01-24,1154,Completed,Amber,5,Timeliness
8,2016-11-17,1155,Completed,Red,0.3,Comprehensiveness
5,2017-01-06,1156,Completed,Red,2.7,Timeliness
7,2016-12-22,1157,Completed,Red,0.5,Accuracy
1,2016-11-06,1158,Completed,Green,5,Governance
4,2016-12-19,1159,Completed,Green,0.5,Completeness
7,2016-11-26,1160,Completed,Red,0.1,Accuracy
9,2016-11-29,1161,Completed,Green,5,Clarity and usefulness
7,2016-11-26,1162,Completed,Green,0.5,Accuracy
3,2016-11-05,1163,Completed,Red,0.9,Accuracy and integrity
8,2016-12-05,1164,Completed,Green,0.5,Comprehensiveness
11,2017-01-15,1165,Completed,Red,0.9,Distribution
5,2016-12-30,1166,Completed,Amber,0.3,Timeliness
7,2016-12-05,1167,Completed,Green,2.7,Accuracy
7,2016-11-16,1168,Completed,Red,0.5,Accuracy
10,2016-12-04,1169,Completed,Amber,2.7,Frequency
5,2016-11-13,1170,Completed,Green,5,Timeliness
6,2016-12-05,1171,Completed,Red,0.3,Adaptability
7,2016-12-21,1172,Completed,Amber,0.1,Accuracy
11,2016-12-03,1173,Completed,Amber,2.7,Distribution
5,2016-11-22,1174,Completed,Red,0.9,Timeliness
5,2016-12-05,1175,Completed,Red,0.5,Timeliness
6,2016-12-31,1176,Completed,Red,0.1,Adaptability
8,2016-12-22,1177,Completed,Amber,0.1,Comprehensiveness
8,2016-12-05,1178,Overdue,Amber,2.7,Comprehensiveness
7,2016-11-20,1179,Completed,Green,0.5,Accuracy
11,2016-12-21,1180,Completed,Amber,0.9,Distribution
1,2016-12-13,1181,Completed,Amber,0.3,Governance
4,2016-11-29,1182,Completed,Green,0.5,Completeness
5,2017-01-03,1183,Completed,Amber,0.5,Timeliness
8,2016-12-17,1184,Completed,Red,2.7,Comprehensiveness
8,2016-11-01,1185,Completed,Green,2.7,Comprehensiveness
5,2016-12-22,1186,Completed,Red,0.5,Timeliness
8,2017-01-08,1187,Completed,Red,2.7,Comprehensiveness
3,2016-10-18,1188,Completed,Green,0.5,Accuracy and integrity
1,2017-01-04,1189,Completed,Amber,0.5,Governance
5,2016-11-16,1190,Completed,Amber,0.9,Timeliness
5,2016-12-14,1191,Completed,Red,0.3,Timeliness
3,2016-11-15,1192,Completed,Red,0.9,Accuracy and integrity
9,2016-12-09,1193,Completed,Red,0.1,Clarity and usefulness
5,2016-12-29,1194,Completed,Amber,0.3,Timeliness
5,2016-12-29,1195,Completed,Red,5,Timeliness
5,2016-11-22,1196,Completed,Amber,5,Timeliness
5,2016-11-23,1197,Completed,Amber,0.9,Timeliness
5,2016-12-05,1198,Completed,Green,5,Timeliness
7,2016-12-20,1199,Completed,Red,0.3,Accuracy
5,2016-10-25,1200,Completed,Green,0.5,Timeliness
5,2016-11-14,1201,Completed,Red,0.3,Timeliness
6,2016-12-06,1202,Completed,Green,0.3,Adaptability
10,2016-12-19,1203,Completed,Amber,0.3,Frequency
8,2016-12-18,1204,Completed,Green,0.9,Comprehensiveness
2,2016-11-19,1205,Completed,Red,5,Data architecture and IT infrastructure
5,2016-12-06,1206,Completed,Red,0.3,Timeliness
7,2016-12-26,1207,Completed,Red,2.7,Accuracy
5,2016-12-27,1208,Completed,Green,0.9,Timeliness
10,2016-11-28,1209,Completed,Green,0.1,Frequency
9,2016-12-06,1210,Completed,Red,0.3,Clarity and usefulness
6,2016-11-23,1211,Completed,Amber,5,Adaptability
3,2016-11-22,1212,Completed,Red,0.9,Accuracy and integrity
8,2016-11-27,1213,Completed,Red,0.3,Comprehensiveness
6,2016-12-25,1214,Completed,Red,5,Adaptability
8,2017-01-03,1215,Completed,Red,0.9,Comprehensiveness
7,2016-11-26,1216,Completed,Green,0.5,Accuracy
5,2016-12-06,1217,Completed,Amber,0.9,Timeliness
1,2016-12-13,1218,Completed,Green,5,Governance
6,2016-11-21,1219,Completed,Red,0.9,Adaptability
5,2016-11-13,1220,Completed,Red,0.9,Timeliness
9,2016-11-18,1221,Completed,Red,5,Clarity and usefulness
5,2016-11-19,1222,Completed,Green,2.7,Timeliness
8,2016-11-12,1223,Completed,Green,2.7,Comprehensiveness
7,2016-10-20,1224,Completed,Green,0.1,Accuracy
7,2017-01-13,1225,Completed,Amber,0.1,Accuracy
8,2016-12-09,1226,Completed,Green,2.7,Comprehensiveness
8,2016-11-09,1227,Completed,Amber,0.9,Comprehensiveness
6,2016-12-12,1228,Completed,Red,5,Adaptability
3,2016-12-05,1229,Completed,Amber,0.5,Accuracy and integrity
4,2016-09-26,1230,Completed,Red,0.1,Completeness
5,2016-12-11,1231,Completed,Green,2.7,Timeliness
8,2016-11-27,1232,Completed,Amber,0.1,Comprehensiveness
6,2016-11-24,1233,Completed,Amber,0.5,Adaptability
6,2016-11-24,1234,Completed,Amber,5,Adaptability
7,2016-12-12,1235,Completed,Green,5,Accuracy
6,2016-12-04,1236,Overdue,Amber,0.9,Adaptability
9,2016-11-23,1237,Completed,Green,0.1,Clarity and usefulness
5,2017-01-03,1238,Completed,Green,0.1,Timeliness
8,2016-12-13,1239,Completed,Amber,0.1,Comprehensiveness
9,2016-12-17,1240,Completed,Red,0.5,Clarity and usefulness
3,2016-11-20,1241,Completed,Red,0.3,Accuracy and integrity
5,2016-11-01,1242,Completed,Amber,0.9,Timeliness
6,2016-12-03,1243,Completed,Amber,0.9,Adaptability
7,2016-12-05,1244,Completed,Green,0.5,Accuracy
8,2016-12-19,1245,Completed,Amber,0.3,Comprehensiveness
7,2016-12-24,1246,Completed,Green,5,Accuracy
7,2016-12-11,1247,Completed,Red,0.5,Accuracy
5,2016-11-23,1248,Completed,Amber,0.1,Timeliness
8,2016-12-02,1249,Completed,Amber,0.3,Comprehensiveness
5,2016-12-12,1250,Completed,Amber,0.5,Timeliness
5,2017-01-12,1251,Completed,Green,0.5,Timeliness
8,2016-11-02,1252,Completed,Green,0.3,Comprehensiveness
5,2016-12-20,1253,Completed,Amber,0.9,Timeliness
5,2016-11-20,1254,Completed,Red,2.7,Timeliness
9,2016-11-17,1255,Completed,Green,0.5,Clarity and usefulness
5,2016-12-16,1256,Completed,Red,5,Timeliness
5,2016-12-07,1257,Completed,Green,5,Timeliness
7,2016-12-03,1258,Completed,Red,0.9,Accuracy
7,2016-11-21,1259,Completed,Red,0.1,Accuracy
8,2016-12-02,1260,Completed,Red,0.3,Comprehensiveness
5,2016-12-29,1261,Overdue,Green,2.7,Timeliness
7,2016-10-20,1262,Completed,Amber,0.1,Accuracy
7,2016-11-27,1263,Completed,Red,0.5,Accuracy
6,2016-12-20,1264,Completed,Green,0.9,Adaptability
8,2016-10-31,1265,Completed,Green,0.5,Comprehensiveness
8,2016-12-08,1266,Completed,Green,0.3,Comprehensiveness
8,2016-11-17,1267,Completed,Green,0.3,Comprehensiveness
4,2016-11-06,1268,Completed,Red,0.1,Completeness
5,2016-12-29,1269,Completed,Green,2.7,Timeliness
6,2016-12-21,1270,Completed,Green,5,Adaptability
1,2016-11-07,1271,Completed,Amber,5,Governance
5,2016-11-28,1272,Completed,Green,0.3,Timeliness
1,2016-12-03,1273,Completed,Red,0.1,Governance
7,2016-11-03,1274,Overdue,Amber,0.3,Accuracy
8,2016-12-31,1275,Completed,Red,0.9,Comprehensiveness
6,2016-11-29,1276,Completed,Red,0.9,Adaptability
8,2016-12-06,1277,Completed,Red,0.9,Comprehensiveness
9,2016-12-24,1278,Completed,Red,0.1,Clarity and usefulness
5,2016-11-14,1279,Completed,Amber,0.9,Timeliness
8,2016-12-16,1280,Overdue,Amber,2.7,Comprehensiveness
8,2016-12-17,1281,Completed,Green,0.3,Comprehensiveness
7,2016-11-06,1282,Completed,Red,2.7,Accuracy
5,2016-11-22,1283,Completed,Amber,0.3,Timeliness
7,2016-12-13,1284,Completed,Amber,5,Accuracy
2,2016-12-23,1285,Overdue,Green,2.7,Data architecture and IT infrastructure
5,2016-12-01,1286,Completed,Green,5,Timeliness
7,2016-12-24,1287,Completed,Red,0.3,Accuracy
8,2017-01-07,1288,Completed,Amber,0.5,Comprehensiveness
1,2016-12-19,1289,Completed,Red,5,Governance
10,2016-11-14,1290,Completed,Red,5,Frequency
8,2017-01-25,1291,Completed,Green,0.3,Comprehensiveness
5,2016-11-26,1292,Completed,Green,0.9,Timeliness
7,2016-12-27,1293,Completed,Amber,0.3,Accuracy
10,2016-11-20,1294,Completed,Red,0.3,Frequency
5,2016-11-23,1295,Completed,Amber,5,Timeliness
7,2016-12-22,1296,Completed,Red,0.3,Accuracy
4,2016-12-09,1297,Completed,Amber,0.3,Completeness
5,2016-11-10,1298,Completed,Green,0.5,Timeliness
5,2016-12-08,1299,Completed,Amber,0.1,Timeliness
6,2016-11-10,1300,Completed,Amber,0.1,Adaptability
3,2016-12-05,1301,Completed,Amber,0.1,Accuracy and integrity
9,2016-11-22,1302,Completed,Red,0.3,Clarity and usefulness
5,2016-11-14,1303,Completed,Amber,0.9,Timeliness
2,2016-11-06,1304,Completed,Red,0.3,Data architecture and IT infrastructure
9,2016-11-27,1305,Completed,Amber,0.3,Clarity and usefulness
5,2016-12-29,1306,Completed,Amber,0.1,Timeliness
5,2016-11-24,1307,Completed,Red,0.3,Timeliness
1,2017-01-01,1308,Completed,Amber,0.5,Governance
9,2016-12-28,1309,Completed,Red,0.9,Clarity and usefulness
8,2016-12-24,1310,Completed,Amber,5,Comprehensiveness
5,2017-01-16,1311,Completed,Amber,0.9,Timeliness
2,2016-12-25,1312,Completed,Amber,0.1,Data architecture and IT infrastructure
3,2016-11-29,1313,Completed,Amber,0.1,Accuracy and integrity
1,2017-01-02,1314,Completed,Green,0.3,Governance
8,2017-01-06,1315,Completed,Amber,0.9,Comprehensiveness
1,2017-01-04,1316,Completed,Red,2.7,Governance
5,2016-12-22,1317,Completed,Red,2.7,Timeliness
9,2016-11-12,1318,Completed,Red,5,Clarity and usefulness
9,2016-12-29,1319,Completed,Red,0.9,Clarity and usefulness
6,2016-12-02,1320,Overdue,Amber,2.7,Adaptability
6,2016-11-18,1321,Completed,Red,0.3,Adaptability
5,2016-11-30,1322,Completed,Amber,0.1,Timeliness
5,2016-12-06,1323,Completed,Red,0.1,Timeliness
8,2016-12-14,1324,Completed,Green,2.7,Comprehensiveness
9,2016-11-26,1325,Completed,Red,0.1,Clarity and usefulness
1,2016-12-26,1326,Completed,Red,0.9,Governance
8,2016-11-29,1327,Completed,Green,0.5,Comprehensiveness
6,2016-11-25,1328,Completed,Amber,2.7,Adaptability
7,2016-12-03,1329,Completed,Red,0.5,Accuracy
8,2016-12-28,1330,Overdue,Green,2.7,Comprehensiveness
8,2016-11-16,1331,Completed,Red,2.7,Comprehensiveness
6,2016-12-15,1332,Completed,Red,2.7,Adaptability
5,2016-12-07,1333,Completed,Amber,0.9,Timeliness
7,2016-11-24,1334,Completed,Red,0.3,Accuracy
6,2016-12-12,1335,Completed,Green,0.1,Adaptability
8,2016-12-10,1336,Completed,Red,0.1,Comprehensiveness
5,2017-01-04,1337,Overdue,Red,0.3,Timeliness
4,2016-12-18,1338,Completed,Green,0.9,Completeness
1,2016-10-30,1339,Completed,Green,5,Governance
8,2016-11-11,1340,Completed,Green,0.9,Comprehensiveness
8,2016-12-28,1341,Completed,Amber,2.7,Comprehensiveness
3,2016-12-23,1342,Completed,Red,0.1,Accuracy and integrity
8,2016-11-21,1343,Completed,Green,5,Comprehensiveness
7,2016-12-01,1344,Completed,Green,0.3,Accuracy
8,2016-12-11,1345,Completed,Amber,5,Comprehensiveness
1,2016-11-20,1346,Completed,Red,2.7,Governance
5,2017-01-03,1347,Completed,Amber,0.3,Timeliness
6,2016-12-03,1348,Completed,Red,2.7,Adaptability
5,2016-12-20,1349,Completed,Amber,0.1,Timeliness
8,2016-10-25,1350,Completed,Green,2.7,Comprehensiveness
1,2016-12-12,1351,Completed,Green,0.9,Governance
5,2016-11-19,1352,Completed,Amber,2.7,Timeliness
9,2016-11-30,1353,Completed,Green,0.1,Clarity and usefulness
6,2016-12-20,1354,Completed,Red,0.9,Adaptability
5,2016-12-05,1355,Completed,Green,0.3,Timeliness
8,2016-11-27,1356,Completed,Amber,0.9,Comprehensiveness
9,2016-12-07,1357,Completed,Red,0.1,Clarity and usefulness
6,2016-12-01,1358,Completed,Red,0.5,Adaptability
2,2016-11-29,1359,Completed,Red,2.7,Data architecture and IT infrastructure
7,2016-12-03,1360,Completed,Red,0.1,Accuracy
5,2016-12-18,1361,Completed,Green,0.9,Timeliness
1,2016-11-16,1362,Completed,Red,0.1,Governance
6,2016-11-16,1363,Completed,Red,0.1,Adaptability
9,2016-10-26,1364,Completed,Amber,0.9,Clarity and usefulness
6,2016-12-13,1365,Completed,Amber,0.5,Adaptability
5,2016-10-13,1366,Completed,Green,2.7,Timeliness
7,2016-12-04,1367,Completed,Green,0.3,Accuracy
1,2016-12-13,1368,Completed,Green,2.7,Governance
4,2016-12-02,1369,Completed,Red,5,Completeness
8,2017-01-06,1370,Completed,Amber,2.7,Comprehensiveness
1,2016-12-21,1371,Completed,Red,0.3,Governance
2,2016-11-21,1372,Completed,Red,0.5,Data architecture and IT infrastructure
8,2016-10-24,1373,Overdue,Amber,5,Comprehensiveness
1,2016-12-10,1374,Completed,Green,0.9,Governance
7,2016-11-26,1375,Completed,Green,5,Accuracy
7,2016-12-05,1376,Completed,Amber,0.3,Accuracy
8,2016-12-25,1377,Completed,Red,0.3,Comprehensiveness
5,2016-11-20,1378,Completed,Green,0.3,Timeliness
5,2016-12-03,1379,Completed,Green,0.5,Timeliness
6,2016-11-18,1380,Completed,Red,0.9,Adaptability
2,2016-12-15,1381,Completed,Red,0.5,Data architecture and IT infrastructure
4,2016-11-15,1382,Completed,Red,0.1,Completeness
5,2016-11-28,1383,Completed,Amber,0.9,Timeliness
7,2016-11-25,1384,Completed,Amber,0.1,Accuracy
2,2016-12-23,1385,Completed,Amber,0.1,Data architecture and IT infrastructure
2,2016-12-27,1386,Completed,Amber,5,Data architecture and IT infrastructure
3,2016-12-04,1387,Completed,Amber,0.9,Accuracy and integrity
8,2016-12-10,1388,Completed,Green,0.3,Comprehensiveness
9,2016-11-22,1389,Completed,Amber,0.9,Clarity and usefulness
2,2016-11-21,1390,Completed,Red,5,Data architecture and IT infrastructure
5,2016-10-15,1391,Completed,Red,0.3,Timeliness
5,2017-01-11,1392,Completed,Amber,0.1,Timeliness
8,2016-11-13,1393,Completed,Red,5,Comprehensiveness
8,2017-01-01,1394,Completed,Green,0.9,Comprehensiveness
7,2016-12-23,1395,Completed,Green,0.9,Accuracy
7,2016-12-13,1396,Completed,Amber,0.3,Accuracy
6,2016-12-27,1397,Completed,Amber,0.9,Adaptability
8,2016-12-07,1398,Completed,Red,0.3,Comprehensiveness
7,2016-12-02,1399,Completed,Amber,0.5,Accuracy
5,2016-12-17,1400,Completed,Green,0.1,Timeliness
5,2016-12-20,1401,Completed,Amber,0.3,Timeliness
5,2016-12-09,1402,Completed,Green,0.5,Timeliness
